Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1961","1961","tonnes","880","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1962","1962","tonnes","900","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1963","1963","tonnes","960","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1964","1964","tonnes","1000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1965","1965","tonnes","1100","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1966","1966","tonnes","1150","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1967","1967","tonnes","1300","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1968","1968","tonnes","1350","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1969","1969","tonnes","1450","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1970","1970","tonnes","1650","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1971","1971","tonnes","1950","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1972","1972","tonnes","2000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1973","1973","tonnes","2100","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1974","1974","tonnes","2200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1975","1975","tonnes","2500","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1976","1976","tonnes","2800","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1977","1977","tonnes","3350","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1978","1978","tonnes","3400","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1979","1979","tonnes","3550","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1980","1980","tonnes","3650","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1981","1981","tonnes","3650","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1982","1982","tonnes","3600","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1983","1983","tonnes","3700","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1984","1984","tonnes","3700","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1985","1985","tonnes","3800","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1986","1986","tonnes","3800","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1987","1987","tonnes","3900","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1988","1988","tonnes","3900","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1989","1989","tonnes","3900","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1990","1990","tonnes","2382","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1991","1991","tonnes","1800","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1992","1992","tonnes","1500","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1993","1993","tonnes","1100","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1994","1994","tonnes","1000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1995","1995","tonnes","950","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1996","1996","tonnes","1250","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1997","1997","tonnes","900","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1998","1998","tonnes","680","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","1999","1999","tonnes","850","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","2000","2000","tonnes","800","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","2001","2001","tonnes","970","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","2002","2002","tonnes","762","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","2003","2003","tonnes","800","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","2004","2004","tonnes","1000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","2005","2005","tonnes","1500","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","2006","2006","tonnes","2000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","2007","2007","tonnes","3532","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","2008","2008","tonnes","2517","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","2009","2009","tonnes","2780","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","2010","2010","tonnes","3100","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","2011","2011","tonnes","3200","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","2012","2012","tonnes","3500","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","2013","2013","tonnes","3700","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","2014","2014","tonnes","4500","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","2015","2015","tonnes","5800","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","2016","2016","tonnes","4835","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","2017","2017","tonnes","5173","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","2018","2018","tonnes","4811","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22241.01","Butter of cow milk","2019","2019","tonnes","4282","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1961","1961","tonnes","944","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1962","1962","tonnes","944","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1963","1963","tonnes","700","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1964","1964","tonnes","500","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1965","1965","tonnes","420","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1966","1966","tonnes","400","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1967","1967","tonnes","500","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1968","1968","tonnes","600","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1969","1969","tonnes","700","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1970","1970","tonnes","700","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1971","1971","tonnes","800","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1972","1972","tonnes","700","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1973","1973","tonnes","800","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1974","1974","tonnes","900","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1975","1975","tonnes","1000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1976","1976","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1977","1977","tonnes","1300","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1978","1978","tonnes","1300","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1979","1979","tonnes","1400","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1980","1980","tonnes","1100","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1981","1981","tonnes","1300","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1982","1982","tonnes","1500","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1983","1983","tonnes","1800","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1984","1984","tonnes","2000","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1985","1985","tonnes","1800","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1986","1986","tonnes","1900","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1987","1987","tonnes","1700","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1988","1988","tonnes","1600","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1989","1989","tonnes","1500","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1990","1990","tonnes","1500","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1991","1991","tonnes","1000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1992","1992","tonnes","500","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1993","1993","tonnes","500","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1994","1994","tonnes","600","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1995","1995","tonnes","700","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1996","1996","tonnes","1000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1997","1997","tonnes","1000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1998","1998","tonnes","1000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","1999","1999","tonnes","1000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","2000","2000","tonnes","1050","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","2001","2001","tonnes","1050","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","2002","2002","tonnes","1050","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","2003","2003","tonnes","1050","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","2004","2004","tonnes","1050","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","2005","2005","tonnes","1050","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","2006","2006","tonnes","1000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","2007","2007","tonnes","1000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","2008","2008","tonnes","1000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","2009","2009","tonnes","1000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","2010","2010","tonnes","1000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","2011","2011","tonnes","1000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","2012","2012","tonnes","1000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","2013","2013","tonnes","1000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","2014","2014","tonnes","1000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","2015","2015","tonnes","1114","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","2016","2016","tonnes","1133","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","2017","2017","tonnes","1155","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","2018","2018","tonnes","1163","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22254","Cheese from milk of goats, fresh or processed","2019","2019","tonnes","1124","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1961","1961","tonnes","945","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1962","1962","tonnes","945","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1963","1963","tonnes","700","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1964","1964","tonnes","400","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1965","1965","tonnes","380","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1966","1966","tonnes","400","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1967","1967","tonnes","400","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1968","1968","tonnes","500","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1969","1969","tonnes","500","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1970","1970","tonnes","500","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1971","1971","tonnes","600","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1972","1972","tonnes","600","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1973","1973","tonnes","600","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1974","1974","tonnes","600","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1975","1975","tonnes","800","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1976","1976","tonnes","800","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1977","1977","tonnes","900","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1978","1978","tonnes","1000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1979","1979","tonnes","1000","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1980","1980","tonnes","850","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1981","1981","tonnes","1000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1982","1982","tonnes","1100","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1983","1983","tonnes","1100","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1984","1984","tonnes","1200","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1985","1985","tonnes","1200","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1986","1986","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1987","1987","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1988","1988","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1989","1989","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1990","1990","tonnes","1200","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1991","1991","tonnes","700","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1992","1992","tonnes","800","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1993","1993","tonnes","1000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1994","1994","tonnes","1000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1995","1995","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1996","1996","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1997","1997","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1998","1998","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1999","1999","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2000","2000","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2001","2001","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2002","2002","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2003","2003","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2004","2004","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2005","2005","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2006","2006","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2007","2007","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2008","2008","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2009","2009","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2010","2010","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2011","2011","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2012","2012","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2013","2013","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2014","2014","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2015","2015","tonnes","1275","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2016","2016","tonnes","1207","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2017","2017","tonnes","1225","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2018","2018","tonnes","1211","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2019","2019","tonnes","1157","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1961","1961","tonnes","1889","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1962","1962","tonnes","1890","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1963","1963","tonnes","2050","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1964","1964","tonnes","2500","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1965","1965","tonnes","3000","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1966","1966","tonnes","3400","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1967","1967","tonnes","3900","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1968","1968","tonnes","4100","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1969","1969","tonnes","4500","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1970","1970","tonnes","4800","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1971","1971","tonnes","5800","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1972","1972","tonnes","5700","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1973","1973","tonnes","5600","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1974","1974","tonnes","6000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1975","1975","tonnes","7000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1976","1976","tonnes","7600","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1977","1977","tonnes","8000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1978","1978","tonnes","8600","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1979","1979","tonnes","9600","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1980","1980","tonnes","7780","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1981","1981","tonnes","9000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1982","1982","tonnes","10300","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1983","1983","tonnes","11500","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1984","1984","tonnes","12800","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1985","1985","tonnes","12500","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1986","1986","tonnes","12000","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1987","1987","tonnes","11800","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1988","1988","tonnes","11500","T","Unofficial figure"
